product_id,product_name,category,sub_category,units,revenue,profit,abc_class,xyz_class,inventory_policy,avg_monthly_demand,safety_stock,reorder_point,recommended_max_stock,stock_action
FUR-FU-10001918,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,Furniture,Furnishings,14,351.76,16.3658,C,X,LEAN - keep minimal base stock,1.1666666666666667,2.0,3.0,5.0,MINIMISE STOCK
OFF-SU-10001664,Acme Office Executive Series Stainless Steel Trimmers,Office Supplies,Supplies,12,510.27,18.1684,C,Y,LEAN - order to demand,1.0,2.0,3.0,4.0,MINIMISE STOCK
TEC-PH-10002293,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,Technology,Phones,19,517.854,18.3908,C,X,LEAN - keep minimal base stock,1.5833333333333333,2.0,3.0,5.0,MINIMISE STOCK
OFF-ST-10000532,Advantus Rolling Drawer Organizers,Office Supplies,Storage,8,311.272,18.4704,C,Y,LEAN - order to demand,0.6666666666666666,3.0,4.0,5.0,MINIMISE STOCK
OFF-AP-10003622,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",Office Supplies,Appliances,21,453.95,18.4925,C,Y,LEAN - order to demand,1.75,4.0,5.0,7.0,MINIMISE STOCK
FUR-FU-10001617,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",Furniture,Furnishings,7,66.56,18.512,C,X,LEAN - keep minimal base stock,0.5833333333333334,1.0,2.0,3.0,MINIMISE STOCK
OFF-AR-10003158,Fluorescent Highlighters by Dixon,Office Supplies,Art,19,459.456,18.546799999999998,C,X,LEAN - keep minimal base stock,1.5833333333333333,1.0,2.0,4.0,MINIMISE STOCK
OFF-BI-10002557,Presstex Flexible Ring Binders,Office Supplies,Binders,24,182.255,18.655,C,Y,LEAN - order to demand,2.0,3.0,4.0,6.0,MINIMISE STOCK
OFF-PA-10001569,Xerox 232,Office Supplies,Paper,6,38.879999999999995,18.662399999999998,C,Y,LEAN - order to demand,0.5,3.0,4.0,5.0,MINIMISE STOCK
OFF-PA-10000295,Xerox 229,Office Supplies,Paper,6,38.88,18.6624,C,Z,OBSOLETE-RISK - minimise/phase out,0.5,1.0,2.0,3.0,REVIEW / PHASE-OUT
TEC-PH-10001061,Apple iPhone 5C,Technology,Phones,3,239.976,17.9982,C,Z,OBSOLETE-RISK - minimise/phase out,0.25,1.0,2.0,3.0,REVIEW / PHASE-OUT
OFF-PA-10001609,Tops Wirebound Message Log Books,Office Supplies,Paper,18,50.666,18.6872,C,X,LEAN - keep minimal base stock,1.5,0.0,1.0,3.0,MINIMISE STOCK
OFF-LA-10004853,Avery 483,Office Supplies,Labels,13,293.784,18.824399999999997,C,X,LEAN - keep minimal base stock,1.0833333333333333,1.0,2.0,4.0,MINIMISE STOCK
OFF-LA-10001404,Avery 517,Office Supplies,Labels,13,380.28,18.8559,C,Y,LEAN - order to demand,1.0833333333333333,2.0,3.0,5.0,MINIMISE STOCK
OFF-EN-10000483,"White Envelopes, White Envelopes with Clear Poly Window",Office Supplies,Envelopes,4,129.85,18.91,C,Y,LEAN - order to demand,0.3333333333333333,2.0,3.0,4.0,MINIMISE STOCK
OFF-AR-10001149,"Sanford Colorific Colored Pencils, 12/Box",Office Supplies,Art,24,149.392,19.008,C,X,LEAN - keep minimal base stock,2.0,3.0,4.0,6.0,MINIMISE STOCK
FUR-FU-10004020,Advantus Panel Wall Acrylic Frame,Furniture,Furnishings,16,199.92200000000003,19.035600000000002,C,X,LEAN - keep minimal base stock,1.3333333333333333,2.0,3.0,5.0,MINIMISE STOCK
OFF-BI-10000014,Heavy-Duty E-Z-D Binders,Office Supplies,Binders,25,809.6500000000001,19.092499999999998,C,Z,OBSOLETE-RISK - minimise/phase out,2.0833333333333335,5.0,6.0,9.0,REVIEW / PHASE-OUT
OFF-PA-10000246,Riverleaf Stik-Withit Designer Note Cubes,Office Supplies,Paper,5,147.276,19.114,C,X,LEAN - keep minimal base stock,0.4166666666666667,1.0,2.0,3.0,MINIMISE STOCK
OFF-PA-10000029,Xerox 224,Office Supplies,Paper,7,42.768,19.180799999999998,C,Y,LEAN - order to demand,0.5833333333333334,2.0,3.0,4.0,MINIMISE STOCK
OFF-AR-10000390,Newell Chalk Holder,Office Supplies,Art,12,349.25600000000003,19.4936,C,X,LEAN - keep minimal base stock,1.0,1.0,2.0,3.0,MINIMISE STOCK
TEC-AC-10002323,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,Technology,Accessories,25,719.46,18.785,C,X,LEAN - keep minimal base stock,2.0833333333333335,2.0,3.0,6.0,MINIMISE STOCK
OFF-PA-10001712,Xerox 1948,Office Supplies,Paper,4,160.96,17.982,C,Z,OBSOLETE-RISK - minimise/phase out,0.3333333333333333,1.0,2.0,3.0,REVIEW / PHASE-OUT
OFF-PA-10004569,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",Office Supplies,Paper,5,555.05,17.8835,C,Y,LEAN - order to demand,0.4166666666666667,1.0,2.0,3.0,MINIMISE STOCK
TEC-PH-10003442,Samsung Replacement EH64AVFWE Premium Headset,Technology,Phones,21,296.5,17.875,C,Y,LEAN - order to demand,1.75,3.0,4.0,6.0,MINIMISE STOCK
OFF-PA-10000349,Easy-staple paper,Office Supplies,Paper,7,150.86,16.3842,C,X,LEAN - keep minimal base stock,0.5833333333333334,1.0,2.0,3.0,MINIMISE STOCK
OFF-LA-10001982,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,Office Supplies,Labels,10,152.0,16.5,C,Y,LEAN - order to demand,0.8333333333333334,4.0,5.0,6.0,MINIMISE STOCK
OFF-BI-10000756,Storex DuraTech Recycled Plastic Frosted Binders,Office Supplies,Binders,27,404.776,16.535999999999998,C,X,LEAN - keep minimal base stock,2.25,2.0,3.0,6.0,MINIMISE STOCK
OFF-PA-10002947,Xerox 1923,Office Supplies,Paper,6,248.40800000000002,16.566399999999998,C,X,LEAN - keep minimal base stock,0.5,1.0,2.0,3.0,MINIMISE STOCK
OFF-EN-10003068,#6 3/4 Gummed Flap White Envelopes,Office Supplies,Envelopes,6,212.52,16.631999999999998,C,Z,OBSOLETE-RISK - minimise/phase out,0.5,1.0,2.0,3.0,REVIEW / PHASE-OUT
OFF-AR-10004691,Boston 1730 StandUp Electric Pencil Sharpener,Office Supplies,Art,3,161.14,16.6764,C,Z,OBSOLETE-RISK - minimise/phase out,0.25,1.0,2.0,3.0,REVIEW / PHASE-OUT
TEC-AC-10004209,Memorex Froggy Flash Drive 4 GB,Technology,Accessories,8,70.336,16.7048,C,X,LEAN - keep minimal base stock,0.6666666666666666,0.0,1.0,2.0,MINIMISE STOCK
OFF-EN-10001415,Staple envelope,Office Supplies,Envelopes,8,236.06,16.74,C,X,LEAN - keep minimal base stock,0.6666666666666666,1.0,2.0,3.0,MINIMISE STOCK
OFF-ST-10000885,Fellowes Desktop Hanging File Manager,Office Supplies,Storage,5,181.14999999999998,16.7875,C,X,LEAN - keep minimal base stock,0.4166666666666667,1.0,2.0,3.0,MINIMISE STOCK
OFF-BI-10004352,Wilson Jones DublLock D-Ring Binders,Office Supplies,Binders,5,33.75,16.875,C,Z,OBSOLETE-RISK - minimise/phase out,0.4166666666666667,1.0,2.0,3.0,REVIEW / PHASE-OUT
OFF-ST-10000943,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,Office Supplies,Storage,6,222.412,16.9928,C,X,LEAN - keep minimal base stock,0.5,2.0,3.0,4.0,MINIMISE STOCK
TEC-PH-10004093,Panasonic Kx-TS550,Technology,Phones,13,477.504,17.016299999999998,C,X,LEAN - keep minimal base stock,1.0833333333333333,1.0,2.0,4.0,MINIMISE STOCK
FUR-FU-10001935,3M Hangers With Command Adhesive,Furniture,Furnishings,20,913.68,17.02,C,X,LEAN - keep minimal base stock,1.6666666666666667,2.0,3.0,5.0,MINIMISE STOCK
FUR-FU-10002885,Magna Visual Magnetic Picture Hangers,Furniture,Furnishings,12,251.02,17.1592,C,X,LEAN - keep minimal base stock,1.0,2.0,3.0,4.0,MINIMISE STOCK
OFF-LA-10003148,Avery 51,Office Supplies,Labels,6,37.8,17.388,C,X,LEAN - keep minimal base stock,0.5,0.0,1.0,2.0,MINIMISE STOCK
OFF-LA-10003190,Avery 474,Office Supplies,Labels,14,412.016,17.4528,C,Y,LEAN - order to demand,1.1666666666666667,4.0,5.0,7.0,MINIMISE STOCK
TEC-PH-10004071,PayAnywhere Card Reader,Technology,Phones,25,555.8,17.4825,C,Y,LEAN - order to demand,2.0833333333333335,3.0,4.0,7.0,MINIMISE STOCK
TEC-PH-10001924,iHome FM Clock Radio with Lightning Dock,Technology,Phones,13,835.9,17.4975,C,Y,LEAN - order to demand,1.0833333333333333,2.0,3.0,5.0,MINIMISE STOCK
OFF-AR-10003045,Prang Colored Pencils,Office Supplies,Art,16,325.512,17.64,C,X,LEAN - keep minimal base stock,1.3333333333333333,1.0,2.0,4.0,MINIMISE STOCK
OFF-AP-10000326,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,Office Supplies,Appliances,5,157.92,17.766,C,Z,OBSOLETE-RISK - minimise/phase out,0.4166666666666667,1.0,2.0,3.0,REVIEW / PHASE-OUT
OFF-PA-10000595,Xerox 1929,Office Supplies,Paper,3,54.816,17.8152,C,Z,OBSOLETE-RISK - minimise/phase out,0.25,1.0,2.0,3.0,REVIEW / PHASE-OUT
OFF-AR-10003829,Newell 35,Office Supplies,Art,16,375.168,13.9072,C,Y,LEAN - order to demand,1.3333333333333333,2.0,3.0,5.0,MINIMISE STOCK
OFF-AR-10003986,Avery Hi-Liter Pen Style Six-Color Fluorescent Set,Office Supplies,Art,2,7.7,3.157,C,Z,OBSOLETE-RISK - minimise/phase out,0.16666666666666666,1.0,2.0,3.0,REVIEW / PHASE-OUT
TEC-AC-10002020,AmazonBasics 3-Button USB Wired Mouse,Technology,Accessories,6,135.74599999999998,13.8402,C,X,LEAN - keep minimal base stock,0.5,0.0,1.0,2.0,MINIMISE STOCK
OFF-EN-10003798,"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13",Office Supplies,Envelopes,3,40.968,13.8267,C,Z,OBSOLETE-RISK - minimise/phase out,0.25,1.0,2.0,3.0,REVIEW / PHASE-OUT
TEC-AC-10001090,Micro Innovations Wireless Classic Keyboard with Mouse,Technology,Accessories,2,156.98,10.7964,C,Z,OBSOLETE-RISK - minimise/phase out,0.16666666666666666,1.0,2.0,3.0,REVIEW / PHASE-OUT
OFF-AR-10004648,Boston 19500 Mighty Mite Electric Pencil Sharpener,Office Supplies,Art,2,135.3,10.881,C,Z,OBSOLETE-RISK - minimise/phase out,0.16666666666666666,1.0,2.0,3.0,REVIEW / PHASE-OUT
OFF-EN-10001539,Staple envelope,Office Supplies,Envelopes,3,131.34,10.9698,C,Z,OBSOLETE-RISK - minimise/phase out,0.25,1.0,2.0,3.0,REVIEW / PHASE-OUT
OFF-BI-10001759,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",Office Supplies,Binders,22,1110.721,10.9728,C,X,LEAN - keep minimal base stock,1.8333333333333333,2.0,3.0,5.0,MINIMISE STOCK
OFF-SU-10004661,Acme Titanium Bonded Scissors,Office Supplies,Supplies,5,225.5,11.05,C,X,LEAN - keep minimal base stock,0.4166666666666667,1.0,2.0,3.0,MINIMISE STOCK
OFF-PA-10000174,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",Office Supplies,Paper,4,132.896,11.1024,C,Z,OBSOLETE-RISK - minimise/phase out,0.3333333333333333,1.0,2.0,3.0,REVIEW / PHASE-OUT
OFF-AR-10004752,Blackstonian Pencils,Office Supplies,Art,17,131.788,11.1072,C,X,LEAN - keep minimal base stock,1.4166666666666667,2.0,3.0,5.0,MINIMISE STOCK
OFF-ST-10002289,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",Office Supplies,Storage,7,639.46,11.123000000000001,C,Y,LEAN - order to demand,0.5833333333333334,2.0,3.0,4.0,MINIMISE STOCK
OFF-AR-10001662,Rogers Handheld Barrel Pencil Sharpener,Office Supplies,Art,24,249.184,11.1792,C,X,LEAN - keep minimal base stock,2.0,3.0,4.0,6.0,MINIMISE STOCK
OFF-FA-10001561,Stockwell Push Pins,Office Supplies,Fasteners,15,421.70000000000005,10.791,C,X,LEAN - keep minimal base stock,1.25,2.0,3.0,5.0,MINIMISE STOCK
OFF-PA-10002659,Avoid Verbal Orders Carbonless Minifold Book,Office Supplies,Paper,9,230.716,11.289200000000001,C,X,LEAN - keep minimal base stock,0.75,1.0,2.0,3.0,MINIMISE STOCK
OFF-BI-10004654,VariCap6 Expandable Binder,Office Supplies,Binders,26,442.361,11.363000000000003,C,X,LEAN - keep minimal base stock,2.1666666666666665,2.0,3.0,6.0,MINIMISE STOCK
FUR-FU-10004586,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Furniture,Furnishings,9,1427.496,11.4208,C,X,LEAN - keep minimal base stock,0.75,1.0,2.0,3.0,MINIMISE STOCK
TEC-PH-10000912,Anker 24W Portable Micro USB Car Charger,Technology,Phones,4,150.168,11.4296,C,Z,OBSOLETE-RISK - minimise/phase out,0.3333333333333333,1.0,2.0,3.0,REVIEW / PHASE-OUT
OFF-BI-10000822,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",Office Supplies,Binders,13,288.882,11.5132,C,X,LEAN - keep minimal base stock,1.0833333333333333,2.0,3.0,5.0,MINIMISE STOCK
OFF-AR-10000940,Newell 343,Office Supplies,Art,16,266.864,11.524799999999999,C,X,LEAN - keep minimal base stock,1.3333333333333333,2.0,3.0,5.0,MINIMISE STOCK
FUR-FU-10003424,Nu-Dell Oak Frame,Furniture,Furnishings,9,193.89600000000002,11.534400000000002,C,X,LEAN - keep minimal base stock,0.75,2.0,3.0,4.0,MINIMISE STOCK
OFF-PA-10002230,Xerox 1897,Office Supplies,Paper,8,165.872,11.5536,C,Z,OBSOLETE-RISK - minimise/phase out,0.6666666666666666,1.0,2.0,3.0,REVIEW / PHASE-OUT
FUR-FU-10003274,Regeneration Desk Collection,Furniture,Furnishings,15,117.4,11.616,C,X,LEAN - keep minimal base stock,1.25,1.0,2.0,4.0,MINIMISE STOCK
OFF-PA-10002749,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",Office Supplies,Paper,6,224.112,11.6406,C,X,LEAN - keep minimal base stock,0.5,0.0,1.0,2.0,MINIMISE STOCK
OFF-BI-10001900,"DXL Angle-View Binders with Locking Rings, Black",Office Supplies,Binders,7,573.544,11.3211,C,X,LEAN - keep minimal base stock,0.5833333333333334,1.0,2.0,3.0,MINIMISE STOCK
OFF-PA-10002751,Xerox 1920,Office Supplies,Paper,4,23.92,10.764,C,Z,OBSOLETE-RISK - minimise/phase out,0.3333333333333333,1.0,2.0,3.0,REVIEW / PHASE-OUT
OFF-BI-10000591,Avery Binder Labels,Office Supplies,Binders,7,102.896,10.7364,C,X,LEAN - keep minimal base stock,0.5833333333333334,1.0,2.0,3.0,MINIMISE STOCK
OFF-PA-10000130,Xerox 199,Office Supplies,Paper,10,160.24,10.700000000000001,C,Z,OBSOLETE-RISK - minimise/phase out,0.8333333333333334,5.0,6.0,7.0,REVIEW / PHASE-OUT
TEC-PH-10000213,Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black,Technology,Phones,4,259.232,9.9232,C,X,LEAN - keep minimal base stock,0.3333333333333333,0.0,1.0,2.0,MINIMISE STOCK
OFF-PA-10004965,Xerox 1921,Office Supplies,Paper,4,155.96800000000002,9.99,C,X,LEAN - keep minimal base stock,0.3333333333333333,0.0,1.0,2.0,MINIMISE STOCK
TEC-PH-10004922,RCA Visys Integrated PBX 8-Line Router,Technology,Phones,3,184.776,10.0485,C,Z,OBSOLETE-RISK - minimise/phase out,0.25,1.0,2.0,3.0,REVIEW / PHASE-OUT
OFF-AR-10003651,Newell 350,Office Supplies,Art,12,348.048,10.102400000000001,C,Y,LEAN - order to demand,1.0,5.0,6.0,7.0,MINIMISE STOCK
OFF-AR-10004757,Crayola Colored Pencils,Office Supplies,Art,13,389.704,10.1352,C,Y,LEAN - order to demand,1.0833333333333333,4.0,5.0,7.0,MINIMISE STOCK
OFF-PA-10001752,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),Office Supplies,Paper,5,196.90800000000002,10.209,C,X,LEAN - keep minimal base stock,0.4166666666666667,1.0,2.0,3.0,MINIMISE STOCK
OFF-FA-10001332,"Acco Banker's Clasps, 5 3/4""-Long",Office Supplies,Fasteners,8,527.4639999999999,10.2528,C,Z,OBSOLETE-RISK - minimise/phase out,0.6666666666666666,3.0,4.0,5.0,REVIEW / PHASE-OUT
OFF-PA-10000327,Xerox 1971,Office Supplies,Paper,8,212.104,10.272,C,X,LEAN - keep minimal base stock,0.6666666666666666,1.0,2.0,3.0,MINIMISE STOCK
OFF-BI-10002706,Avery Premier Heavy-Duty Binder with Round Locking Rings,Office Supplies,Binders,2,128.704,10.281600000000001,C,X,LEAN - keep minimal base stock,0.16666666666666666,0.0,1.0,2.0,MINIMISE STOCK
TEC-PH-10002824,Jabra SPEAK 410 Multidevice Speakerphone,Technology,Phones,13,2094.702,10.299500000000009,C,X,LEAN - keep minimal base stock,1.0833333333333333,1.0,2.0,4.0,MINIMISE STOCK
OFF-LA-10001934,Avery 516,Office Supplies,Labels,3,21.93,10.3071,C,Z,OBSOLETE-RISK - minimise/phase out,0.25,1.0,2.0,3.0,REVIEW / PHASE-OUT
TEC-AC-10001101,Sony 16GB Class 10 Micro SDHC R40 Memory Card,Technology,Accessories,8,121.12,10.312,C,Z,OBSOLETE-RISK - minimise/phase out,0.6666666666666666,1.0,2.0,3.0,REVIEW / PHASE-OUT
OFF-BI-10000301,GBC Instant Report Kit,Office Supplies,Binders,41,815.9870000000001,10.352,C,Y,LEAN - order to demand,3.4166666666666665,3.0,4.0,8.0,MINIMISE STOCK
OFF-BI-10003355,Cardinal Holdit Business Card Pockets,Office Supplies,Binders,16,359.79200000000003,10.3584,C,Y,LEAN - order to demand,1.3333333333333333,2.0,3.0,5.0,MINIMISE STOCK
OFF-BI-10003669,3M Organizer Strips,Office Supplies,Binders,19,614.72,10.367999999999999,C,X,LEAN - keep minimal base stock,1.5833333333333333,2.0,3.0,5.0,MINIMISE STOCK
OFF-EN-10004846,Letter or Legal Size Expandable Poly String Tie Envelopes,Office Supplies,Envelopes,10,1071.94,10.374,C,X,LEAN - keep minimal base stock,0.8333333333333334,2.0,3.0,4.0,MINIMISE STOCK
OFF-PA-10003424,"""While you Were Out"" Message Book, One Form per Page",Office Supplies,Paper,8,309.228,10.388,C,X,LEAN - keep minimal base stock,0.6666666666666666,1.0,2.0,3.0,MINIMISE STOCK
FUR-FU-10002508,Document Clip Frames,Furniture,Furnishings,3,131.02,10.5084,C,Z,OBSOLETE-RISK - minimise/phase out,0.25,1.0,2.0,3.0,REVIEW / PHASE-OUT
OFF-EN-10003845,Colored Envelopes,Office Supplies,Envelopes,11,340.472,10.5534,C,X,LEAN - keep minimal base stock,0.9166666666666666,1.0,2.0,3.0,MINIMISE STOCK
OFF-AR-10001868,Prang Dustless Chalk Sticks,Office Supplies,Art,13,226.50400000000002,10.584,C,Y,LEAN - order to demand,1.0833333333333333,3.0,4.0,6.0,MINIMISE STOCK
OFF-AR-10001547,Newell 311,Office Supplies,Art,26,1289.598,10.6522,C,X,LEAN - keep minimal base stock,2.1666666666666665,2.0,3.0,6.0,MINIMISE STOCK
OFF-BI-10004492,Tuf-Vin Binders,Office Supplies,Binders,11,539.796,11.684599999999998,C,X,LEAN - keep minimal base stock,0.9166666666666666,1.0,2.0,3.0,MINIMISE STOCK
OFF-AR-10000122,Newell 314,Office Supplies,Art,15,512.54,9.765,C,Y,LEAN - order to demand,1.25,3.0,4.0,6.0,MINIMISE STOCK
FUR-FU-10004351,Staple-based wall hangings,Furniture,Furnishings,10,233.23200000000003,11.688,C,X,LEAN - keep minimal base stock,0.8333333333333334,1.0,2.0,3.0,MINIMISE STOCK
FUR-FU-10003799,"Seth Thomas 13 1/2"" Wall Clock",Furniture,Furnishings,6,180.344,11.7348,C,X,LEAN - keep minimal base stock,0.5,2.0,3.0,4.0,MINIMISE STOCK
OFF-PA-10001526,Xerox 1949,Office Supplies,Paper,8,129.868,12.549600000000002,C,Z,OBSOLETE-RISK - minimise/phase out,0.6666666666666666,4.0,5.0,6.0,REVIEW / PHASE-OUT
TEC-AC-10000521,"Verbatim Slim CD and DVD Storage Cases, 50/Pack",Technology,Accessories,5,267.084,12.694,C,X,LEAN - keep minimal base stock,0.4166666666666667,1.0,2.0,3.0,MINIMISE STOCK
OFF-BI-10000050,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Binders,22,564.82,12.701999999999998,C,Y,LEAN - order to demand,1.8333333333333333,3.0,4.0,6.0,MINIMISE STOCK
OFF-BI-10004233,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Office Supplies,Binders,25,426.66200000000003,12.791999999999998,C,X,LEAN - keep minimal base stock,2.0833333333333335,2.0,3.0,6.0,MINIMISE STOCK
OFF-BI-10002003,Ibico Presentation Index for Binding Systems,Office Supplies,Binders,25,752.67,12.934999999999999,C,Y,LEAN - order to demand,2.0833333333333335,3.0,4.0,7.0,MINIMISE STOCK
TEC-PH-10002365,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,Technology,Phones,8,64.972,12.9944,C,Y,LEAN - order to demand,0.6666666666666666,2.0,3.0,4.0,MINIMISE STOCK
OFF-AR-10003631,Staples in misc. colors,Office Supplies,Art,13,183.176,13.0196,C,X,LEAN - keep minimal base stock,1.0833333333333333,2.0,3.0,5.0,MINIMISE STOCK
FUR-FU-10004164,"Eldon 300 Class Desk Accessories, Black",Furniture,Furnishings,6,135.7,13.068000000000001,C,Y,LEAN - order to demand,0.5,3.0,4.0,5.0,MINIMISE STOCK
OFF-ST-10003327,Akro-Mils 12-Gallon Tote,Office Supplies,Storage,8,190.51,13.107599999999998,C,X,LEAN - keep minimal base stock,0.6666666666666666,2.0,3.0,4.0,MINIMISE STOCK
OFF-PA-10003177,Xerox 1999,Office Supplies,Paper,4,133.92,12.4416,C,X,LEAN - keep minimal base stock,0.3333333333333333,0.0,1.0,2.0,MINIMISE STOCK
FUR-FU-10001979,Dana Halogen Swing-Arm Architect Lamp,Furniture,Furnishings,4,253.104,13.1104,C,Y,LEAN - order to demand,0.3333333333333333,2.0,3.0,4.0,MINIMISE STOCK
OFF-LA-10003121,Avery 506,Office Supplies,Labels,7,153.91,13.2986,C,Z,OBSOLETE-RISK - minimise/phase out,0.5833333333333334,1.0,2.0,3.0,REVIEW / PHASE-OUT
OFF-BI-10001679,GBC Instant Index System for Binding Systems,Office Supplies,Binders,7,632.4,13.32,C,X,LEAN - keep minimal base stock,0.5833333333333334,1.0,2.0,3.0,MINIMISE STOCK
OFF-BI-10000605,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",Office Supplies,Binders,13,595.624,13.3731,C,Y,LEAN - order to demand,1.0833333333333333,2.0,3.0,5.0,MINIMISE STOCK
OFF-PA-10004022,Hammermill Color Copier Paper (28Lb. and 96 Bright),Office Supplies,Paper,3,29.97,13.4865,C,X,LEAN - keep minimal base stock,0.25,1.0,2.0,3.0,MINIMISE STOCK
FUR-FU-10000320,OIC Stacking Trays,Furniture,Furnishings,21,576.772,13.4936,C,Y,LEAN - order to demand,1.75,3.0,4.0,6.0,MINIMISE STOCK
OFF-BI-10000546,Avery Durable Binders,Office Supplies,Binders,21,560.352,13.5072,C,Y,LEAN - order to demand,1.75,2.0,3.0,5.0,MINIMISE STOCK
OFF-LA-10002787,Avery 480,Office Supplies,Labels,8,119.25,13.65,C,Z,OBSOLETE-RISK - minimise/phase out,0.6666666666666666,4.0,5.0,6.0,REVIEW / PHASE-OUT
TEC-AC-10003237,Memorex Micro Travel Drive 4 GB,Technology,Accessories,3,379.8,13.674,C,Z,OBSOLETE-RISK - minimise/phase out,0.25,1.0,2.0,3.0,REVIEW / PHASE-OUT
OFF-BI-10002976,ACCOHIDE Binder by Acco,Office Supplies,Binders,16,246.73399999999998,13.7116,C,X,LEAN - keep minimal base stock,1.3333333333333333,3.0,4.0,6.0,MINIMISE STOCK
OFF-AR-10003056,Newell 341,Office Supplies,Art,12,176.64800000000002,13.1824,C,X,LEAN - keep minimal base stock,1.0,2.0,3.0,4.0,MINIMISE STOCK
OFF-AP-10002495,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",Office Supplies,Appliances,2,139.28,12.41,C,Z,OBSOLETE-RISK - minimise/phase out,0.16666666666666666,1.0,2.0,3.0,REVIEW / PHASE-OUT
OFF-AR-10003469,Nontoxic Chalk,Office Supplies,Art,18,216.86399999999998,12.3904,C,Y,LEAN - order to demand,1.5,3.0,4.0,6.0,MINIMISE STOCK
OFF-AR-10003394,Newell 332,Office Supplies,Art,20,163.272,12.348,C,Y,LEAN - order to demand,1.6666666666666667,7.0,8.0,10.0,MINIMISE STOCK
OFF-SU-10002557,Fiskars Spring-Action Scissors,Office Supplies,Supplies,4,1281.124,11.7432,C,X,LEAN - keep minimal base stock,0.3333333333333333,1.0,2.0,3.0,MINIMISE STOCK
OFF-AR-10003405,"Dixon My First Ticonderoga Pencil, #2",Office Supplies,Art,9,2063.14,11.7585,C,X,LEAN - keep minimal base stock,0.75,2.0,3.0,4.0,MINIMISE STOCK
OFF-AR-10000716,DIXON Ticonderoga Erasable Checking Pencils,Office Supplies,Art,9,142.408,11.773800000000001,C,X,LEAN - keep minimal base stock,0.75,1.0,2.0,3.0,MINIMISE STOCK
OFF-PA-10001215,Xerox 1963,Office Supplies,Paper,5,128.4,11.88,C,Z,OBSOLETE-RISK - minimise/phase out,0.4166666666666667,1.0,2.0,3.0,REVIEW / PHASE-OUT
TEC-PH-10004924,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",Technology,Phones,6,44.339999999999996,11.9718,C,X,LEAN - keep minimal base stock,0.5,2.0,3.0,4.0,MINIMISE STOCK
TEC-AC-10000926,NETGEAR RangeMax WNR1000 Wireless Router,Technology,Accessories,3,59.976,11.9952,C,Z,OBSOLETE-RISK - minimise/phase out,0.25,1.0,2.0,3.0,REVIEW / PHASE-OUT
TEC-AC-10001874,Logitech Wireless Anywhere Mouse MX for PC and Mac,Technology,Accessories,2,132.984,11.998,C,Z,OBSOLETE-RISK - minimise/phase out,0.16666666666666666,1.0,2.0,3.0,REVIEW / PHASE-OUT
OFF-ST-10001414,Decoflex Hanging Personal Folder File,Office Supplies,Storage,3,133.26,12.0276,C,Z,OBSOLETE-RISK - minimise/phase out,0.25,1.0,2.0,3.0,REVIEW / PHASE-OUT
OFF-PA-10000533,Southworth Parchment Paper & Envelopes,Office Supplies,Paper,4,26.16,12.0336,C,X,LEAN - keep minimal base stock,0.3333333333333333,0.0,1.0,2.0,MINIMISE STOCK
OFF-PA-10003883,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",Office Supplies,Paper,4,103.2,12.052,C,Z,OBSOLETE-RISK - minimise/phase out,0.3333333333333333,1.0,2.0,3.0,REVIEW / PHASE-OUT
OFF-ST-10000636,Rogers Profile Extra Capacity Storage Tub,Office Supplies,Storage,18,351.32,12.0528,C,Y,LEAN - order to demand,1.5,3.0,4.0,6.0,MINIMISE STOCK
