product_id,product_name,sub_category,units,revenue,profit,returns_rate_pct,risk_flag,stock_action
OFF-ST-10002485,Rogers Deluxe File Chest,Storage,19,609.848,-26.5958,0.0,LOSS-MAKING;,MINIMISE STOCK
OFF-AP-10002403,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,Appliances,7,249.446,-25.525799999999997,0.0,LOSS-MAKING;,MINIMISE STOCK
TEC-AC-10002942,WD My Passport Ultra 1TB Portable External Hard Drive,Accessories,12,798.4,-24.84,0.0,LOSS-MAKING;,MINIMISE STOCK
OFF-ST-10004337,"SAFCO Commercial Wire Shelving, 72h",Storage,9,526.664,-24.496,0.0,LOSS-MAKING;,MINIMISE STOCK
TEC-PH-10001448,Anker Astro 15000mAh USB Portable Charger,Phones,13,719.88,-23.9952,0.0,LOSS-MAKING;,MINIMISE STOCK
TEC-PH-10001079,Polycom SoundPoint Pro SE-225 Corded phone,Phones,5,438.56600000000003,-23.798000000000002,0.0,LOSS-MAKING;,MINIMISE STOCK
OFF-BI-10004465,Avery Durable Slant Ring Binders,Binders,19,274.48,-23.76,0.0,LOSS-MAKING;,MINIMISE STOCK
TEC-PH-10004522,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,Phones,8,561.544,-23.395999999999997,0.0,LOSS-MAKING;,MINIMISE STOCK
OFF-AP-10004868,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Appliances,7,215.094,-22.6107,0.0,OBSOLETE-RISK;LOSS-MAKING;,REVIEW / PHASE-OUT
TEC-MA-10003356,Panasonic KX MC6040 Color Laser Multifunction Printer,Machines,5,1619.82,-22.497500000000002,0.0,LOSS-MAKING;,MINIMISE STOCK
FUR-FU-10000222,"Seth Thomas 16"" Steel Case Clock",Furnishings,7,301.92,-22.411199999999997,0.0,LOSS-MAKING;,MINIMISE STOCK
OFF-BI-10001098,Acco D-Ring Binder w/DublLock,Binders,9,331.968,-21.166200000000003,0.0,LOSS-MAKING;,MINIMISE STOCK
OFF-BI-10003982,Wilson Jones Century Plastic Molded Ring Binders,Binders,30,610.473,-20.770000000000003,0.0,LOSS-MAKING;,MINIMISE STOCK
OFF-BI-10001525,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",Binders,21,297.241,-20.7645,20.0,HIGH-RETURN;LOSS-MAKING;,MINIMISE STOCK
TEC-PH-10000148,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,Phones,11,320.508,-20.5242,20.0,HIGH-RETURN;LOSS-MAKING;,MINIMISE STOCK
TEC-MA-10000752,Texas Instrument TI-15 Fraction Calculator,Machines,8,41.905,-20.519,0.0,OBSOLETE-RISK;LOSS-MAKING;,REVIEW / PHASE-OUT
FUR-BO-10002853,O'Sullivan 5-Shelf Heavy-Duty Bookcases,Bookcases,7,409.7,-20.485,0.0,LOSS-MAKING;,MINIMISE STOCK
TEC-PH-10004897,Mediabridge Sport Armband iPhone 5s,Phones,17,235.852,-20.2797,0.0,LOSS-MAKING;,MINIMISE STOCK
OFF-BI-10004099,GBC VeloBinder Strips,Binders,13,144.952,-19.968,0.0,LOSS-MAKING;,MINIMISE STOCK
OFF-BI-10002827,Avery Durable Poly Binders,Binders,30,503.678,-19.907999999999998,0.0,LOSS-MAKING;,MINIMISE STOCK
TEC-MA-10003230,Okidata C610n Printer,Machines,3,1362.9,-19.47,0.0,OBSOLETE-RISK;,REVIEW / PHASE-OUT
FUR-CH-10004540,Global Chrome Stack Chair,Chairs,18,556.928,-18.511200000000002,0.0,LOSS-MAKING;,MINIMISE STOCK
FUR-CH-10003968,Novimex Turbo Task Chair,Chairs,17,1049.406,-18.4548,25.0,HIGH-RETURN;LOSS-MAKING;,MINIMISE STOCK
TEC-AC-10002550,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack",Accessories,12,370.66999999999996,-17.892000000000003,0.0,LOSS-MAKING;,MINIMISE STOCK
FUR-FU-10002030,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",Furnishings,5,44.46,-17.784,0.0,OBSOLETE-RISK;LOSS-MAKING;,REVIEW / PHASE-OUT
OFF-BI-10003429,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",Binders,29,621.98,-17.6607,14.285714285714285,LOSS-MAKING;,MINIMISE STOCK
OFF-BI-10001153,Ibico Recycled Grain-Textured Covers,Binders,6,170.35000000000002,-17.270000000000003,0.0,LOSS-MAKING;,MINIMISE STOCK
OFF-ST-10004180,Safco Commercial Shelving,Storage,6,446.154,-16.7436,0.0,LOSS-MAKING;,MINIMISE STOCK
OFF-BI-10001132,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",Binders,11,93.45,-16.7318,0.0,LOSS-MAKING;,MINIMISE STOCK
OFF-BI-10001191,Canvas Sectional Post Binders,Binders,22,417.876,-15.7852,0.0,LOSS-MAKING;,MINIMISE STOCK
OFF-ST-10000642,"Tennsco Lockers, Gray",Storage,15,430.93600000000004,-15.735,0.0,LOSS-MAKING;,MINIMISE STOCK
OFF-BI-10004140,Avery Non-Stick Binders,Binders,22,261.614,-15.715,0.0,OBSOLETE-RISK;LOSS-MAKING;,REVIEW / PHASE-OUT
OFF-BI-10004817,GBC Personal VeloBind Strips,Binders,15,188.87,-15.574000000000002,0.0,OBSOLETE-RISK;LOSS-MAKING;,REVIEW / PHASE-OUT
OFF-BI-10002414,GBC ProClick Spines for 32-Hole Punch,Binders,12,565.409,-13.2818,0.0,LOSS-MAKING;,MINIMISE STOCK
OFF-BI-10001308,GBC Standard Plastic Binding Systems' Combs,Binders,16,267.076,-13.188,0.0,LOSS-MAKING;,MINIMISE STOCK
FUR-FU-10001756,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",Furnishings,17,431.056,-12.756800000000002,0.0,LOSS-MAKING;,MINIMISE STOCK
FUR-BO-10002206,"Bush Saratoga Collection 5-Shelf Bookcase, Hanover Cherry, *Special Order",Bookcases,1,363.833,-12.6882,100.0,DEAD-STOCK;HIGH-RETURN;OBSOLETE-RISK;,REVIEW / PHASE-OUT
OFF-SU-10004498,Martin-Yale Premier Letter Opener,Supplies,14,350.288,-12.6224,0.0,LOSS-MAKING;,MINIMISE STOCK
FUR-BO-10001337,O'Sullivan Living Dimensions 2-Shelf Bookcases,Bookcases,11,1232.6039999999998,-12.097999999999999,20.0,HIGH-RETURN;LOSS-MAKING;,MINIMISE STOCK
OFF-BI-10003196,Accohide Poly Flexible Ring Binders,Binders,18,422.692,-11.968,0.0,LOSS-MAKING;,MINIMISE STOCK
OFF-SU-10000157,Compact Automatic Electric Letter Opener,Supplies,15,1839.926,-11.931000000000001,0.0,LOSS-MAKING;,MINIMISE STOCK
OFF-BI-10004001,GBC Recycled VeloBinder Covers,Binders,25,440.11199999999997,-11.927999999999994,0.0,LOSS-MAKING;,MINIMISE STOCK
OFF-BI-10000343,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Binders,34,506.596,-11.882200000000001,12.5,OBSOLETE-RISK;LOSS-MAKING;,REVIEW / PHASE-OUT
TEC-PH-10003092,Motorola L804,Phones,15,662.296,-11.497500000000006,0.0,LOSS-MAKING;,MINIMISE STOCK
OFF-BI-10004781,GBC Wire Binding Strips,Binders,13,203.136,-11.426400000000001,0.0,LOSS-MAKING;,MINIMISE STOCK
FUR-CH-10002372,Office Star - Ergonomically Designed Knee Chair,Chairs,8,639.7620000000001,-11.3372,0.0,LOSS-MAKING;,MINIMISE STOCK
OFF-BI-10004364,Storex Dura Pro Binders,Binders,28,598.1899999999999,-11.286000000000001,0.0,LOSS-MAKING;,MINIMISE STOCK
TEC-PH-10004080,Avaya 5410 Digital phone,Phones,13,655.508,-10.878400000000003,0.0,LOSS-MAKING;,MINIMISE STOCK
OFF-ST-10002182,"Iris 3-Drawer Stacking Bin, Black",Storage,7,213.696,-9.609399999999999,0.0,LOSS-MAKING;,MINIMISE STOCK
OFF-AP-10001564,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,Appliances,6,1080.352,-9.303200000000004,0.0,LOSS-MAKING;,MINIMISE STOCK
OFF-BI-10003707,Aluminum Screw Posts,Binders,20,562.444,-9.155999999999999,0.0,LOSS-MAKING;,MINIMISE STOCK
OFF-BI-10001116,"Wilson Jones 1"" Hanging DublLock Ring Binders",Binders,26,678.304,-9.081599999999998,16.666666666666664,HIGH-RETURN;LOSS-MAKING;,MINIMISE STOCK
TEC-PH-10004188,OtterBox Commuter Series Case - Samsung Galaxy S4,Phones,2,157.984,-8.9964,0.0,DEAD-STOCK;OBSOLETE-RISK;,REVIEW / PHASE-OUT
FUR-TA-10000688,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",Tables,8,1544.81,-8.713999999999999,0.0,OBSOLETE-RISK;LOSS-MAKING;,REVIEW / PHASE-OUT
TEC-AC-10004227,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,Accessories,9,226.322,-8.5734,0.0,LOSS-MAKING;,MINIMISE STOCK
OFF-BI-10004209,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Binders,27,870.952,-8.442000000000004,0.0,LOSS-MAKING;,MINIMISE STOCK
FUR-FU-10001967,Telescoping Adjustable Floor Lamp,Furnishings,8,470.94399999999996,-7.996000000000001,0.0,LOSS-MAKING;,MINIMISE STOCK
TEC-PH-10000169,ARKON Windshield Dashboard Air Vent Car Mount Holder,Phones,7,209.48000000000002,-7.797000000000001,0.0,LOSS-MAKING;,MINIMISE STOCK
TEC-PH-10004348,OtterBox Defender Series Case - iPhone 5c,Phones,2,128.376,-7.396,0.0,DEAD-STOCK;OBSOLETE-RISK;,REVIEW / PHASE-OUT
TEC-PH-10000376,Square Credit Card Reader,Phones,11,191.926,-7.3926,0.0,LOSS-MAKING;,MINIMISE STOCK
OFF-BI-10001658,GBC Standard Therm-A-Bind Covers,Binders,22,441.072,-6.977600000000001,0.0,LOSS-MAKING;,MINIMISE STOCK
OFF-BI-10003676,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",Binders,27,347.452,-6.8992,0.0,LOSS-MAKING;,MINIMISE STOCK
FUR-FU-10001602,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",Furnishings,9,598.096,-6.827400000000001,0.0,LOSS-MAKING;,MINIMISE STOCK
OFF-AP-10003217,Eureka Sanitaire  Commercial Upright,Appliances,6,946.124,-6.628399999999999,0.0,LOSS-MAKING;,MINIMISE STOCK
OFF-BI-10004716,Wilson Jones Hanging Recycled Pressboard Data Binders,Binders,2,8.904,-6.5296,0.0,DEAD-STOCK;OBSOLETE-RISK;,REVIEW / PHASE-OUT
OFF-AP-10001626,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",Appliances,9,209.45,-6.4574,25.0,HIGH-RETURN;LOSS-MAKING;,MINIMISE STOCK
OFF-SU-10001225,Staple remover,Supplies,11,263.856,-5.8144,0.0,LOSS-MAKING;,MINIMISE STOCK
OFF-BI-10002609,Avery Hidden Tab Dividers for Binding Systems,Binders,11,539.92,-5.7812,0.0,LOSS-MAKING;,MINIMISE STOCK
FUR-BO-10003159,"Sauder Camden County Collection Libraries, Planked Cherry Finish",Bookcases,11,1229.2008,-5.748999999999995,25.0,HIGH-RETURN;LOSS-MAKING;,MINIMISE STOCK
OFF-BI-10002194,Cardinal Hold-It CD Pocket,Binders,4,11.172,-5.7456,0.0,OBSOLETE-RISK;,REVIEW / PHASE-OUT
FUR-FU-10000305,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",Furnishings,2,134.568,-5.6784,0.0,DEAD-STOCK;OBSOLETE-RISK;,REVIEW / PHASE-OUT
FUR-FU-10004415,"Stacking Tray, Side-Loading, Legal, Smoke",Furnishings,14,262.632,-5.6448,0.0,LOSS-MAKING;,MINIMISE STOCK
FUR-CH-10000422,Global Highback Leather Tilter in Burgundy,Chairs,9,795.4250000000001,-5.459400000000006,0.0,LOSS-MAKING;,MINIMISE STOCK
FUR-FU-10000820,Tensor Brushed Steel Torchiere Floor Lamp,Furnishings,6,391.154,-5.4368,0.0,LOSS-MAKING;,MINIMISE STOCK
OFF-AP-10000804,Hoover Portapower Portable Vacuum,Appliances,12,354.94399999999996,-5.376,33.33333333333333,HIGH-RETURN;LOSS-MAKING;,MINIMISE STOCK
OFF-BI-10002813,Avery Reinforcements for Hole-Punch Pages,Binders,22,411.61199999999997,-5.346,0.0,LOSS-MAKING;,MINIMISE STOCK
OFF-AP-10004655,"Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter",Appliances,1,78.264,-5.2072,0.0,DEAD-STOCK;OBSOLETE-RISK;,REVIEW / PHASE-OUT
OFF-ST-10002583,Fellowes Neat Ideas Storage Cubes,Storage,11,377.792,-5.196800000000001,0.0,LOSS-MAKING;,MINIMISE STOCK
OFF-ST-10000321,Akro Stacking Bins,Storage,9,186.12,-5.0496,25.0,HIGH-RETURN;LOSS-MAKING;,MINIMISE STOCK
OFF-AP-10002203,Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,Appliances,2,99.624,-4.466,0.0,DEAD-STOCK;OBSOLETE-RISK;,REVIEW / PHASE-OUT
OFF-SU-10002301,Serrated Blade or Curved Handle Hand Letter Openers,Supplies,7,17.584,-4.1762,0.0,OBSOLETE-RISK;LOSS-MAKING;,REVIEW / PHASE-OUT
OFF-BI-10000216,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",Binders,9,402.474,-3.891,0.0,LOSS-MAKING;,MINIMISE STOCK
OFF-BI-10004002,Wilson Jones International Size A4 Ring Binders,Binders,16,522.13,-3.805999999999994,0.0,LOSS-MAKING;,MINIMISE STOCK
OFF-AP-10001634,Hoover Commercial Lightweight Upright Vacuum,Appliances,2,360.392,-3.7584,0.0,DEAD-STOCK;OBSOLETE-RISK;,REVIEW / PHASE-OUT
OFF-BI-10002049,UniKeep View Case Binders,Binders,4,194.846,-3.7164,50.0,HIGH-RETURN;,MINIMISE STOCK
TEC-PH-10001817,Wilson Electronics DB Pro Signal Booster,Phones,17,4548.2,-3.579999999999984,0.0,LOSS-MAKING;,MINIMISE STOCK
FUR-FU-10004671,"Executive Impressions 12"" Wall Clock",Furnishings,10,280.02,-3.533999999999999,0.0,LOSS-MAKING;,MINIMISE STOCK
TEC-PH-10000307,Shocksock Galaxy S4 Armband,Phones,2,146.52,-3.504,0.0,DEAD-STOCK;OBSOLETE-RISK;,REVIEW / PHASE-OUT
OFF-BI-10001982,Wilson Jones Custom Binder Spines & Labels,Binders,3,4.896,-3.4272,0.0,OBSOLETE-RISK;,REVIEW / PHASE-OUT
OFF-BI-10000948,"GBC Laser Imprintable Binding System Covers, Desert Sand",Binders,8,57.08,-3.424800000000001,0.0,LOSS-MAKING;,MINIMISE STOCK
FUR-TA-10003837,Anderson Hickey Conga Table Tops & Accessories,Tables,2,131.368,-3.3506,100.0,DEAD-STOCK;HIGH-RETURN;OBSOLETE-RISK;,REVIEW / PHASE-OUT
OFF-ST-10001469,Fellowes Bankers Box Recycled Super Stor/Drawer,Storage,9,453.432,-3.2388000000000012,0.0,LOSS-MAKING;,MINIMISE STOCK
OFF-ST-10000563,Fellowes Bankers Box Stor/Drawer Steel Plus,Storage,25,1315.3519999999999,-3.198000000000002,0.0,LOSS-MAKING;,MINIMISE STOCK
OFF-ST-10002957,Sterilite Show Offs Storage Containers,Storage,10,249.632,-3.168,33.33333333333333,HIGH-RETURN;LOSS-MAKING;,MINIMISE STOCK
OFF-BI-10002071,Fellowes Black Plastic Comb Bindings,Binders,21,1164.748,-3.137400000000001,33.33333333333333,HIGH-RETURN;LOSS-MAKING;,MINIMISE STOCK
TEC-AC-10002076,Microsoft Natural Keyboard Elite,Accessories,1,973.904,-2.994,0.0,DEAD-STOCK;OBSOLETE-RISK;,REVIEW / PHASE-OUT
TEC-AC-10000199,Kingston Digital DataTraveler 8GB USB 2.0,Accessories,8,113.08000000000001,-2.856,0.0,LOSS-MAKING;,MINIMISE STOCK
FUR-FU-10002505,Eldon 100 Class Desk Accessories,Furnishings,3,4.044,-2.8308,0.0,OBSOLETE-RISK;,REVIEW / PHASE-OUT
FUR-CH-10001797,"Safco Chair Connectors, 6/Carton",Chairs,7,213.552,-2.6936,0.0,OBSOLETE-RISK;LOSS-MAKING;,REVIEW / PHASE-OUT
OFF-BI-10004141,Insertable Tab Indexes For Data Binders,Binders,10,223.62800000000001,-2.5439999999999996,0.0,LOSS-MAKING;,MINIMISE STOCK
TEC-AC-10001552,Logitech K350 2.4Ghz Wireless Keyboard,Accessories,5,307.988,-2.4885,0.0,LOSS-MAKING;,MINIMISE STOCK
OFF-BI-10003784,Computer Printout Index Tabs,Binders,14,406.744,-2.4864,0.0,LOSS-MAKING;,MINIMISE STOCK
OFF-BI-10003094,Self-Adhesive Ring Binder Labels,Binders,2,78.408,-2.3232,0.0,DEAD-STOCK;OBSOLETE-RISK;,REVIEW / PHASE-OUT
OFF-FA-10000053,Revere Boxed Rubber Bands by Revere,Fasteners,15,118.70400000000001,-2.079,0.0,LOSS-MAKING;,MINIMISE STOCK
FUR-TA-10004534,Bevis 44 x 96 Conference Tables,Tables,7,929.22,-2.0589999999999975,0.0,LOSS-MAKING;,MINIMISE STOCK
OFF-BI-10000831,Storex Flexible Poly Binders with Double Pockets,Binders,9,91.82400000000001,-2.0064,0.0,LOSS-MAKING;,MINIMISE STOCK
TEC-MA-10003493,Penpower WorldCard Pro Card Scanner,Machines,1,91.475,-1.8295,0.0,DEAD-STOCK;OBSOLETE-RISK;,REVIEW / PHASE-OUT
OFF-BI-10003984,Lock-Up Easel 'Spel-Binder',Binders,22,665.948,-1.7118000000000002,0.0,LOSS-MAKING;,MINIMISE STOCK
FUR-FU-10001095,DAX Black Cherry Wood-Tone Poster Frame,Furnishings,3,271.664,-1.588799999999999,50.0,HIGH-RETURN;,MINIMISE STOCK
TEC-AC-10000387,KeyTronic KT800P2 - Keyboard - Black,Accessories,5,157.08,-1.502,50.0,HIGH-RETURN;LOSS-MAKING;,MINIMISE STOCK
OFF-SU-10001935,Staple remover,Supplies,9,428.44,-1.3952,25.0,HIGH-RETURN;LOSS-MAKING;,MINIMISE STOCK
FUR-FU-10000193,Tenex Chairmats For Use with Hard Floors,Furnishings,7,263.87199999999996,-1.2992000000000008,50.0,HIGH-RETURN;LOSS-MAKING;,MINIMISE STOCK
OFF-SU-10000432,Acco Side-Punched Conventional Columnar Pads,Supplies,2,103.552,-1.041,0.0,DEAD-STOCK;OBSOLETE-RISK;,REVIEW / PHASE-OUT
OFF-AP-10003278,Belkin 7-Outlet SurgeMaster Home Series,Appliances,9,394.202,-0.838200000000001,0.0,LOSS-MAKING;,MINIMISE STOCK
OFF-FA-10004968,Rubber Band Ball,Fasteners,9,852.164,-0.8228,0.0,LOSS-MAKING;,MINIMISE STOCK
OFF-FA-10003472,Bagged Rubber Bands,Fasteners,14,3492.6140000000005,-0.8064,0.0,LOSS-MAKING;,MINIMISE STOCK
TEC-AC-10003441,Kingston Digital DataTraveler 32GB USB 2.0,Accessories,16,680.25,-0.6780000000000004,0.0,LOSS-MAKING;,MINIMISE STOCK
OFF-AP-10002906,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,Appliances,2,221.664,-0.44400000000000006,0.0,DEAD-STOCK;,MINIMISE STOCK
OFF-BI-10001617,GBC Wire Binding Combs,Binders,11,574.972,-0.31019999999999825,0.0,LOSS-MAKING;,MINIMISE STOCK
TEC-AC-10004877,Imation 30456 USB Flash Drive 8GB,Accessories,7,44.16,-0.2759999999999998,0.0,LOSS-MAKING;,MINIMISE STOCK
OFF-BI-10003350,Acco Expandable Hanging Binders,Binders,6,129.416,-0.2551999999999994,0.0,LOSS-MAKING;,MINIMISE STOCK
OFF-FA-10004395,Plymouth Boxed Rubber Bands by Plymouth,Fasteners,11,362.984,-0.23550000000000004,0.0,LOSS-MAKING;,MINIMISE STOCK
OFF-BI-10001757,Pressboard Hanging Data Binders for Unburst Sheets,Binders,32,1291.672,-0.19680000000000142,0.0,LOSS-MAKING;,MINIMISE STOCK
OFF-BI-10002393,Binder Posts,Binders,13,353.18,-0.11480000000000068,0.0,LOSS-MAKING;,MINIMISE STOCK
OFF-SU-10003505,Premier Electric Letter Opener,Supplies,24,2149.6079999999997,-7.105427357601002e-15,0.0,LOSS-MAKING;,MINIMISE STOCK
OFF-ST-10003324,Belkin OmniView SE Rackmount Kit,Storage,7,338.36,0.0,0.0,OBSOLETE-RISK;,REVIEW / PHASE-OUT
FUR-TA-10004086,KI Adjustable-Height Table,Tables,15,1048.9660000000001,8.881784197001252e-16,25.0,HIGH-RETURN;,MINIMISE STOCK
OFF-SU-10003002,Letter Slitter,Supplies,2,5.04,0.1512,0.0,DEAD-STOCK;OBSOLETE-RISK;,REVIEW / PHASE-OUT
OFF-SU-10002189,Acme Rosewood Handle Letter Opener,Supplies,4,15.88,0.1588,0.0,OBSOLETE-RISK;,REVIEW / PHASE-OUT
OFF-FA-10002701,Alliance Rubber Bands,Fasteners,5,619.4,0.336,0.0,OBSOLETE-RISK;,REVIEW / PHASE-OUT
TEC-AC-10002380,Sony 8GB Class 10 Micro SDHC R40 Memory Card,Accessories,3,103.192,0.3399,0.0,OBSOLETE-RISK;,REVIEW / PHASE-OUT
OFF-AR-10000896,Newell 329,Art,3,7.872,0.5904,0.0,OBSOLETE-RISK;,REVIEW / PHASE-OUT
OFF-FA-10000840,OIC Thumb-Tacks,Fasteners,2,71.824,0.6156,0.0,DEAD-STOCK;OBSOLETE-RISK;,REVIEW / PHASE-OUT
TEC-PH-10003655,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,Phones,5,89.92,0.693,0.0,OBSOLETE-RISK;,REVIEW / PHASE-OUT
OFF-AR-10003190,Newell 32,Art,1,2.88,0.8064,0.0,DEAD-STOCK;OBSOLETE-RISK;,REVIEW / PHASE-OUT
OFF-BI-10004528,Cardinal Poly Pocket Divider Pockets for Ring Binders,Binders,1,118.688,0.84,0.0,DEAD-STOCK;OBSOLETE-RISK;,REVIEW / PHASE-OUT
OFF-LA-10002381,Avery 497,Labels,1,124.464,0.8624,0.0,DEAD-STOCK;OBSOLETE-RISK;,REVIEW / PHASE-OUT
OFF-SU-10003567,Stiletto Hand Letter Openers,Supplies,3,28.8,0.864,0.0,OBSOLETE-RISK;,REVIEW / PHASE-OUT
OFF-AR-10004707,Staples in misc. colors,Art,1,373.48,0.868,0.0,DEAD-STOCK;OBSOLETE-RISK;,REVIEW / PHASE-OUT
OFF-ST-10003572,Portfile Personal File Boxes,Storage,1,14.16,1.062,0.0,DEAD-STOCK;OBSOLETE-RISK;,REVIEW / PHASE-OUT
OFF-BI-10002432,Wilson Jones Standard D-Ring Binders,Binders,13,291.926,1.0626000000000002,25.0,HIGH-RETURN;,MINIMISE STOCK
OFF-LA-10002368,Avery 479,Labels,1,2.61,1.2006,0.0,DEAD-STOCK;OBSOLETE-RISK;,REVIEW / PHASE-OUT
OFF-FA-10003021,Staples,Fasteners,2,106.76,1.316,0.0,DEAD-STOCK;OBSOLETE-RISK;,REVIEW / PHASE-OUT
OFF-BI-10004876,Wilson Jones Suede Grain Vinyl Binders,Binders,1,73.78,1.3622,100.0,DEAD-STOCK;HIGH-RETURN;OBSOLETE-RISK;,REVIEW / PHASE-OUT
FUR-FU-10002506,"Tensor ""Hersey Kiss"" Styled Floor Lamp",Furnishings,1,106.99,1.5588,0.0,DEAD-STOCK;OBSOLETE-RISK;,REVIEW / PHASE-OUT
OFF-AR-10004165,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",Art,3,5.472,1.6416,0.0,OBSOLETE-RISK;,REVIEW / PHASE-OUT
FUR-FU-10001867,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",Furnishings,2,88.024,1.7024,100.0,DEAD-STOCK;HIGH-RETURN;OBSOLETE-RISK;,REVIEW / PHASE-OUT
TEC-AC-10002558,Imation Swivel Flash Drive USB flash drive - 8 GB,Accessories,1,105.096,1.7055,0.0,DEAD-STOCK;OBSOLETE-RISK;,REVIEW / PHASE-OUT
OFF-AR-10001022,SANFORD Liquid Accent Tank-Style Highlighters,Art,2,95.68,1.7608,0.0,DEAD-STOCK;OBSOLETE-RISK;,REVIEW / PHASE-OUT
OFF-SU-10004290,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",Supplies,1,6.84,1.8468,0.0,DEAD-STOCK;OBSOLETE-RISK;,REVIEW / PHASE-OUT
TEC-PH-10002844,Speck Products Candyshell Flip Case,Phones,1,115.992,2.0994,0.0,DEAD-STOCK;OBSOLETE-RISK;,REVIEW / PHASE-OUT
OFF-PA-10004000,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",Paper,1,4.73,2.3177,0.0,DEAD-STOCK;OBSOLETE-RISK;,REVIEW / PHASE-OUT
OFF-FA-10000490,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",Fasteners,4,87.96,2.3312,0.0,OBSOLETE-RISK;,REVIEW / PHASE-OUT
OFF-AR-10000127,Newell 321,Art,8,97.992,2.3616,0.0,OBSOLETE-RISK;,REVIEW / PHASE-OUT
OFF-EN-10001535,Grip Seal Envelopes,Envelopes,2,7.072,2.3868,0.0,DEAD-STOCK;OBSOLETE-RISK;,REVIEW / PHASE-OUT
OFF-AR-10003903,Sanford 52201 APSCO Electric Pencil Sharpener,Art,1,93.776,2.4582,0.0,DEAD-STOCK;OBSOLETE-RISK;,REVIEW / PHASE-OUT
TEC-AC-10002370,Maxell CD-R Discs,Accessories,4,86.88,2.5216,0.0,OBSOLETE-RISK;,REVIEW / PHASE-OUT
FUR-FU-10003981,Eldon Wave Desk Accessories,Furnishings,3,113.24,2.6208,0.0,OBSOLETE-RISK;,REVIEW / PHASE-OUT
OFF-AR-10003772,Boston 16750 Black Compact Battery Pencil Sharpener,Art,1,8.75,2.625,0.0,DEAD-STOCK;OBSOLETE-RISK;,REVIEW / PHASE-OUT
OFF-PA-10003919,Xerox 1989,Paper,2,117.968,2.6892,0.0,DEAD-STOCK;OBSOLETE-RISK;,REVIEW / PHASE-OUT
OFF-AR-10003477,4009 Highlighters,Art,6,8.04,2.7336,0.0,OBSOLETE-RISK;,REVIEW / PHASE-OUT
OFF-AR-10003217,Newell 316,Art,7,27.384,2.7384,0.0,OBSOLETE-RISK;,REVIEW / PHASE-OUT
OFF-LA-10003388,Avery 5,Labels,2,94.76,2.8224,0.0,DEAD-STOCK;OBSOLETE-RISK;,REVIEW / PHASE-OUT
OFF-AR-10004974,Newell 342,Art,3,9.84,2.8536,0.0,OBSOLETE-RISK;,REVIEW / PHASE-OUT
OFF-ST-10003221,Staple magnet,Storage,1,216.68,2.8836,0.0,DEAD-STOCK;OBSOLETE-RISK;,REVIEW / PHASE-OUT
OFF-PA-10001243,Xerox 1983,Paper,1,5.98,2.9302,0.0,DEAD-STOCK;OBSOLETE-RISK;,REVIEW / PHASE-OUT
OFF-FA-10001229,Staples,Fasteners,3,92.432,3.0654,0.0,OBSOLETE-RISK;,REVIEW / PHASE-OUT
OFF-AR-10004027,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",Art,3,127.56,3.0996,0.0,OBSOLETE-RISK;,REVIEW / PHASE-OUT
OFF-AR-10003986,Avery Hi-Liter Pen Style Six-Color Fluorescent Set,Art,2,7.7,3.157,0.0,DEAD-STOCK;OBSOLETE-RISK;,REVIEW / PHASE-OUT
OFF-PA-10004947,Easy-staple paper,Paper,3,10.272,3.21,0.0,OBSOLETE-RISK;,REVIEW / PHASE-OUT
